student_id,teacher_id,class_id,year_group,academic_year,date,assessment_type,subject,score
784,TCH0015,CLS0059,Y11,2024/2025,2025-04-23,*Current Grades,Construction,D2
784,TCH0016,CLS0063,Y11,2024/2025,2025-03-11,*Current Grades,Hospitality,D1
784,TCH0007,CLS0065,Y11,2024/2025,2025-05-12,*Current Grades,English,7
784,TCH0018,CLS0071,Y11,2024/2025,2025-05-26,*Current Grades,Mathematics,5
784,TCH0014,CLS0074,Y11,2024/2025,2025-06-25,*Current Grades,Science,4
785,TCH0005,CLS0097,Y13,2024/2025,2025-01-06,*Current Grades,Construction,D*DD
785,TCH0006,CLS00101,Y13,2024/2025,2025-02-09,*Current Grades,Hospitality,DDD
785,TCH0003,CLS00108,Y13,2024/2025,2025-06-24,*Current Grades,Mathematics,B
785,TCH0014,CLS00114,Y13,2024/2025,2025-01-30,*Current Grades,Science,A*
786,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
786,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,107.17046048342063
786,TCH0012,CLS0002,Y7,2024/2025,2025-03-01,*Current Grades,English,8A
786,TCH0018,CLS0007,Y7,2024/2025,2025-03-13,*Current Grades,Mathematics,9C
787,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
787,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
787,TCH0000,CLS0036,Y10,2024/2025,2025-03-07,*Current Grades,Construction,D*
787,TCH0016,CLS0043,Y10,2024/2025,2025-05-10,*Current Grades,Hospitality,D*
787,TCH0017,CLS0047,Y10,2024/2025,2025-03-11,*Current Grades,English,5
787,TCH0008,CLS0049,Y10,2024/2025,2025-01-05,*Current Grades,Mathematics,8
787,TCH0019,CLS0055,Y10,2024/2025,2025-03-01,*Current Grades,Science,3
788,TCH0015,CLS0059,Y11,2024/2025,2025-03-10,*Current Grades,Construction,P
788,TCH0001,CLS0060,Y11,2024/2025,2025-06-30,*Current Grades,Hospitality,U
788,TCH0007,CLS0065,Y11,2024/2025,2025-05-08,*Current Grades,English,4
788,TCH0003,CLS0068,Y11,2024/2025,2025-04-07,*Current Grades,Mathematics,2
788,TCH0004,CLS0072,Y11,2024/2025,2025-01-06,*Current Grades,Science,3
789,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
789,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
789,TCH0002,CLS0024,Y9,2024/2025,2025-05-31,*Current Grades,English,8E
789,TCH0018,CLS0031,Y9,2024/2025,2025-03-12,*Current Grades,Mathematics,9C
789,TCH0019,CLS0035,Y9,2024/2025,2025-03-23,*Current Grades,Science,9C
790,TCH0015,CLS0059,Y11,2024/2025,2025-03-25,*Current Grades,Construction,D1
790,TCH0018,CLS0071,Y11,2024/2025,2025-02-07,*Current Grades,Mathematics,6
791,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
791,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,107.00131520329698
791,TCH0000,CLS0036,Y10,2024/2025,2025-02-09,*Current Grades,Construction,D1
791,TCH0017,CLS0047,Y10,2024/2025,2025-03-26,*Current Grades,English,5
791,TCH0004,CLS0052,Y10,2024/2025,2025-03-05,*Current Grades,Science,8
792,TCH0005,CLS0057,Y11,2024/2025,2025-03-07,*Current Grades,Construction,D*
792,TCH0016,CLS0063,Y11,2024/2025,2025-06-24,*Current Grades,Hospitality,D*
792,TCH0017,CLS0067,Y11,2024/2025,2025-01-29,*Current Grades,English,6
792,TCH0018,CLS0071,Y11,2024/2025,2025-06-12,*Current Grades,Mathematics,7
792,TCH0014,CLS0074,Y11,2024/2025,2025-01-31,*Current Grades,Science,6
793,TCH0015,CLS0099,Y13,2024/2025,2025-05-04,*Current Grades,Construction,D*D*D
793,TCH0006,CLS00101,Y13,2024/2025,2025-02-14,*Current Grades,Hospitality,DDD
793,TCH0002,CLS00104,Y13,2024/2025,2025-04-18,*Current Grades,English,D
793,TCH0003,CLS00108,Y13,2024/2025,2025-02-02,*Current Grades,Mathematics,B
793,TCH0019,CLS00115,Y13,2024/2025,2025-06-10,*Current Grades,Science,A*
794,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
794,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
794,TCH0000,CLS0036,Y10,2024/2025,2025-04-27,*Current Grades,Construction,D2
794,TCH0011,CLS0042,Y10,2024/2025,2025-02-18,*Current Grades,Hospitality,M
794,TCH0002,CLS0044,Y10,2024/2025,2025-05-05,*Current Grades,English,5
794,TCH0013,CLS0050,Y10,2024/2025,2025-06-03,*Current Grades,Mathematics,3
794,TCH0019,CLS0055,Y10,2024/2025,2025-01-12,*Current Grades,Science,1
795,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
795,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
795,TCH0017,CLS0027,Y9,2024/2025,2025-04-19,*Current Grades,English,8C
795,TCH0013,CLS0030,Y9,2024/2025,2025-05-09,*Current Grades,Mathematics,8B
795,TCH0004,CLS0032,Y9,2024/2025,2025-02-03,*Current Grades,Science,8C
796,TCH0005,CLS0077,Y12,2024/2025,2025-02-07,*Current Grades,Construction,U
796,TCH0012,CLS0086,Y12,2024/2025,2025-02-04,*Current Grades,English,D
796,TCH0018,CLS0091,Y12,2024/2025,2025-05-06,*Current Grades,Mathematics,E
796,TCH0019,CLS0095,Y12,2024/2025,2025-01-24,*Current Grades,Science,C
797,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,90
797,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
797,TCH0007,CLS0025,Y9,2024/2025,2025-01-19,*Current Grades,English,9B
797,TCH0013,CLS0030,Y9,2024/2025,2025-01-30,*Current Grades,Mathematics,8E
797,TCH0019,CLS0035,Y9,2024/2025,2025-01-18,*Current Grades,Science,9A
798,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
798,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,103.95337092393453
798,TCH0016,CLS0043,Y10,2024/2025,2025-03-19,*Current Grades,Hospitality,D*
798,TCH0007,CLS0045,Y10,2024/2025,2025-05-05,*Current Grades,English,8
798,TCH0008,CLS0049,Y10,2024/2025,2025-02-03,*Current Grades,Mathematics,7
798,TCH0019,CLS0055,Y10,2024/2025,2025-03-18,*Current Grades,Science,3
799,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,91
799,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
799,TCH0016,CLS0043,Y10,2024/2025,2025-05-05,*Current Grades,Hospitality,D*
799,TCH0007,CLS0045,Y10,2024/2025,2025-02-06,*Current Grades,English,8
799,TCH0003,CLS0048,Y10,2024/2025,2025-06-03,*Current Grades,Mathematics,9
799,TCH0004,CLS0052,Y10,2024/2025,2025-04-11,*Current Grades,Science,8
800,TCH0000,CLS0056,Y11,2024/2025,2025-03-10,*Current Grades,Construction,D1
800,TCH0006,CLS0061,Y11,2024/2025,2025-06-18,*Current Grades,Hospitality,D2
800,TCH0007,CLS0065,Y11,2024/2025,2025-01-11,*Current Grades,English,6
800,TCH0003,CLS0068,Y11,2024/2025,2025-03-19,*Current Grades,Mathematics,4
801,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
801,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,103.16149462026013
801,TCH0002,CLS0012,Y8,2024/2025,2025-01-31,*Current Grades,English,8E
801,TCH0003,CLS0016,Y8,2024/2025,2025-01-02,*Current Grades,Mathematics,8B
801,TCH0009,CLS0021,Y8,2024/2025,2025-04-17,*Current Grades,Science,8E
802,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97
802,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
802,TCH0017,CLS0003,Y7,2024/2025,2025-01-19,*Current Grades,English,8A
802,TCH0018,CLS0007,Y7,2024/2025,2025-04-13,*Current Grades,Mathematics,9E
802,TCH0004,CLS0008,Y7,2024/2025,2025-02-02,*Current Grades,Science,9A
803,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,87
803,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
803,TCH0000,CLS0036,Y10,2024/2025,2025-05-31,*Current Grades,Construction,D2
803,TCH0001,CLS0040,Y10,2024/2025,2025-03-31,*Current Grades,Hospitality,D2
803,TCH0007,CLS0045,Y10,2024/2025,2025-03-02,*Current Grades,English,6
803,TCH0008,CLS0049,Y10,2024/2025,2025-04-18,*Current Grades,Mathematics,6
803,TCH0014,CLS0054,Y10,2024/2025,2025-04-02,*Current Grades,Science,7
804,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
804,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
804,TCH0019,CLS0023,Y8,2024/2025,2025-02-22,*Current Grades,Science,8E
805,TCH0015,CLS0099,Y13,2024/2025,2025-03-19,*Current Grades,Construction,D*D*D
805,TCH0006,CLS00101,Y13,2024/2025,2025-05-04,*Current Grades,Hospitality,DDD
805,TCH0002,CLS00104,Y13,2024/2025,2025-06-17,*Current Grades,English,D
805,TCH0013,CLS00110,Y13,2024/2025,2025-03-28,*Current Grades,Mathematics,B
805,TCH0009,CLS00113,Y13,2024/2025,2025-03-06,*Current Grades,Science,C
806,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,91
806,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
806,TCH0017,CLS0003,Y7,2024/2025,2025-05-07,*Current Grades,English,7C
806,TCH0008,CLS0005,Y7,2024/2025,2025-02-13,*Current Grades,Mathematics,9C
806,TCH0009,CLS0009,Y7,2024/2025,2025-05-09,*Current Grades,Science,9A
807,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
807,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
807,TCH0002,CLS0024,Y9,2024/2025,2025-03-06,*Current Grades,English,8C
807,TCH0003,CLS0028,Y9,2024/2025,2025-05-02,*Current Grades,Mathematics,9C
807,TCH0004,CLS0032,Y9,2024/2025,2025-02-17,*Current Grades,Science,9A
808,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95
808,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
808,TCH0002,CLS0024,Y9,2024/2025,2025-03-25,*Current Grades,English,8A
808,TCH0018,CLS0031,Y9,2024/2025,2025-04-30,*Current Grades,Mathematics,8E
808,TCH0019,CLS0035,Y9,2024/2025,2025-03-29,*Current Grades,Science,8D
809,TCH0015,CLS0059,Y11,2024/2025,2025-02-24,*Current Grades,Construction,M
809,TCH0016,CLS0063,Y11,2024/2025,2025-01-14,*Current Grades,Hospitality,D2
809,TCH0002,CLS0064,Y11,2024/2025,2025-03-31,*Current Grades,English,5
809,TCH0009,CLS0073,Y11,2024/2025,2025-06-17,*Current Grades,Science,2
810,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,89
810,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
810,TCH0010,CLS0038,Y10,2024/2025,2025-01-19,*Current Grades,Construction,D2
810,TCH0006,CLS0041,Y10,2024/2025,2025-06-21,*Current Grades,Hospitality,D2
811,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
811,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
811,TCH0012,CLS0002,Y7,2024/2025,2025-04-30,*Current Grades,English,9A
811,TCH0008,CLS0005,Y7,2024/2025,2025-02-17,*Current Grades,Mathematics,9E
811,TCH0004,CLS0008,Y7,2024/2025,2025-06-12,*Current Grades,Science,9A
812,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97
812,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
812,TCH0002,CLS0024,Y9,2024/2025,2025-01-28,*Current Grades,English,7B
812,TCH0018,CLS0031,Y9,2024/2025,2025-02-13,*Current Grades,Mathematics,8A
812,TCH0009,CLS0033,Y9,2024/2025,2025-04-10,*Current Grades,Science,8E
813,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
813,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.12407955350129
813,TCH0002,CLS0012,Y8,2024/2025,2025-02-24,*Current Grades,English,8D
813,TCH0003,CLS0016,Y8,2024/2025,2025-05-14,*Current Grades,Mathematics,8A
813,TCH0004,CLS0020,Y8,2024/2025,2025-05-01,*Current Grades,Science,7D
814,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95
814,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
814,TCH0010,CLS0038,Y10,2024/2025,2025-05-20,*Current Grades,Construction,D2
814,TCH0016,CLS0043,Y10,2024/2025,2025-04-01,*Current Grades,Hospitality,D*
814,TCH0002,CLS0044,Y10,2024/2025,2025-03-30,*Current Grades,English,6
814,TCH0003,CLS0048,Y10,2024/2025,2025-01-12,*Current Grades,Mathematics,8
815,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,87
815,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
815,TCH0000,CLS0036,Y10,2024/2025,2025-01-07,*Current Grades,Construction,D1
815,TCH0001,CLS0040,Y10,2024/2025,2025-01-03,*Current Grades,Hospitality,D1
815,TCH0017,CLS0047,Y10,2024/2025,2025-04-16,*Current Grades,English,5
815,TCH0008,CLS0049,Y10,2024/2025,2025-06-03,*Current Grades,Mathematics,7
815,TCH0019,CLS0055,Y10,2024/2025,2025-01-20,*Current Grades,Science,3
816,TCH0017,CLS00107,Y13,2024/2025,2025-03-05,*Current Grades,English,E
816,TCH0008,CLS00109,Y13,2024/2025,2025-06-11,*Current Grades,Mathematics,E
816,TCH0019,CLS00115,Y13,2024/2025,2025-02-23,*Current Grades,Science,A
817,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,89
817,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
817,TCH0000,CLS0036,Y10,2024/2025,2025-03-06,*Current Grades,Construction,D2
817,TCH0011,CLS0042,Y10,2024/2025,2025-01-16,*Current Grades,Hospitality,M
817,TCH0012,CLS0046,Y10,2024/2025,2025-05-22,*Current Grades,English,2
817,TCH0008,CLS0049,Y10,2024/2025,2025-05-03,*Current Grades,Mathematics,6
817,TCH0004,CLS0052,Y10,2024/2025,2025-02-06,*Current Grades,Science,6
818,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
818,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
818,TCH0007,CLS0001,Y7,2024/2025,2025-01-05,*Current Grades,English,8E
818,TCH0013,CLS0006,Y7,2024/2025,2025-05-17,*Current Grades,Mathematics,8D
818,TCH0009,CLS0009,Y7,2024/2025,2025-06-05,*Current Grades,Science,9B
819,TCH0001,CLS0060,Y11,2024/2025,2025-02-14,*Current Grades,Hospitality,D2
819,TCH0007,CLS0065,Y11,2024/2025,2025-04-29,*Current Grades,English,9
819,TCH0003,CLS0068,Y11,2024/2025,2025-03-19,*Current Grades,Mathematics,7
820,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
820,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.42948943972172
820,TCH0010,CLS0038,Y10,2024/2025,2025-02-01,*Current Grades,Construction,D2
820,TCH0011,CLS0042,Y10,2024/2025,2025-02-22,*Current Grades,Hospitality,D2
820,TCH0002,CLS0044,Y10,2024/2025,2025-05-16,*Current Grades,English,6
820,TCH0003,CLS0048,Y10,2024/2025,2025-05-08,*Current Grades,Mathematics,8
820,TCH0009,CLS0053,Y10,2024/2025,2025-02-19,*Current Grades,Science,5
821,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
821,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
821,TCH0012,CLS0014,Y8,2024/2025,2025-06-11,*Current Grades,English,8D
821,TCH0013,CLS0018,Y8,2024/2025,2025-01-09,*Current Grades,Mathematics,8E
821,TCH0009,CLS0021,Y8,2024/2025,2025-03-11,*Current Grades,Science,8B
822,TCH0001,CLS0060,Y11,2024/2025,2025-05-09,*Current Grades,Hospitality,P
822,TCH0017,CLS0067,Y11,2024/2025,2025-05-19,*Current Grades,English,3
822,TCH0013,CLS0070,Y11,2024/2025,2025-01-09,*Current Grades,Mathematics,5
822,TCH0019,CLS0075,Y11,2024/2025,2025-01-25,*Current Grades,Science,7
823,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
823,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,104.45499774132969
823,TCH0013,CLS0018,Y8,2024/2025,2025-02-02,*Current Grades,Mathematics,9D
823,TCH0014,CLS0022,Y8,2024/2025,2025-03-29,*Current Grades,Science,8B
824,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
824,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,104.50605318791827
824,TCH0017,CLS0027,Y9,2024/2025,2025-03-16,*Current Grades,English,9B
824,TCH0003,CLS0028,Y9,2024/2025,2025-01-08,*Current Grades,Mathematics,9D
824,TCH0004,CLS0032,Y9,2024/2025,2025-05-18,*Current Grades,Science,9A
825,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,93
825,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
825,TCH0002,CLS0012,Y8,2024/2025,2025-04-10,*Current Grades,English,9B
825,TCH0013,CLS0018,Y8,2024/2025,2025-03-26,*Current Grades,Mathematics,9E
825,TCH0004,CLS0020,Y8,2024/2025,2025-06-15,*Current Grades,Science,8B
826,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
826,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
826,TCH0015,CLS0039,Y10,2024/2025,2025-02-25,*Current Grades,Construction,D1
826,TCH0011,CLS0042,Y10,2024/2025,2025-06-24,*Current Grades,Hospitality,D2
826,TCH0007,CLS0045,Y10,2024/2025,2025-02-25,*Current Grades,English,8
826,TCH0013,CLS0050,Y10,2024/2025,2025-03-10,*Current Grades,Mathematics,5
826,TCH0009,CLS0053,Y10,2024/2025,2025-04-14,*Current Grades,Science,6
827,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,85
827,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,103.09412578647517
827,TCH0012,CLS0026,Y9,2024/2025,2025-01-30,*Current Grades,English,7C
827,TCH0008,CLS0029,Y9,2024/2025,2025-04-05,*Current Grades,Mathematics,7A
827,TCH0009,CLS0033,Y9,2024/2025,2025-02-22,*Current Grades,Science,9B
828,TCH0005,CLS0077,Y12,2024/2025,2025-06-03,*Current Grades,Construction,DDM
828,TCH0006,CLS0081,Y12,2024/2025,2025-01-06,*Current Grades,Hospitality,D*D*D
828,TCH0002,CLS0084,Y12,2024/2025,2025-06-21,*Current Grades,English,A
828,TCH0013,CLS0090,Y12,2024/2025,2025-06-24,*Current Grades,Mathematics,A*
829,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
829,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
829,TCH0017,CLS0015,Y8,2024/2025,2025-01-26,*Current Grades,English,8A
829,TCH0008,CLS0017,Y8,2024/2025,2025-06-24,*Current Grades,Mathematics,9B
829,TCH0009,CLS0021,Y8,2024/2025,2025-01-06,*Current Grades,Science,9A
830,TCH0005,CLS0057,Y11,2024/2025,2025-05-04,*Current Grades,Construction,M
830,TCH0016,CLS0063,Y11,2024/2025,2025-03-29,*Current Grades,Hospitality,D2
830,TCH0007,CLS0065,Y11,2024/2025,2025-04-21,*Current Grades,English,5
830,TCH0008,CLS0069,Y11,2024/2025,2025-01-01,*Current Grades,Mathematics,4
830,TCH0004,CLS0072,Y11,2024/2025,2025-06-21,*Current Grades,Science,4
831,TCH0000,CLS0056,Y11,2024/2025,2025-01-19,*Current Grades,Construction,D2
831,TCH0001,CLS0060,Y11,2024/2025,2025-01-16,*Current Grades,Hospitality,P
831,TCH0017,CLS0067,Y11,2024/2025,2025-05-20,*Current Grades,English,2
831,TCH0018,CLS0071,Y11,2024/2025,2025-03-04,*Current Grades,Mathematics,3
831,TCH0014,CLS0074,Y11,2024/2025,2025-01-17,*Current Grades,Science,2
832,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
832,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
832,TCH0000,CLS0036,Y10,2024/2025,2025-03-01,*Current Grades,Construction,D1
832,TCH0006,CLS0041,Y10,2024/2025,2025-02-23,*Current Grades,Hospitality,D2
832,TCH0007,CLS0045,Y10,2024/2025,2025-02-27,*Current Grades,English,8
832,TCH0008,CLS0049,Y10,2024/2025,2025-01-28,*Current Grades,Mathematics,7
832,TCH0014,CLS0054,Y10,2024/2025,2025-02-23,*Current Grades,Science,9
833,TCH0000,CLS0076,Y12,2024/2025,2025-05-06,*Current Grades,Construction,D*D*D*
833,TCH0001,CLS0080,Y12,2024/2025,2025-05-29,*Current Grades,Hospitality,D*DD
833,TCH0012,CLS0086,Y12,2024/2025,2025-06-26,*Current Grades,English,A
833,TCH0013,CLS0090,Y12,2024/2025,2025-03-30,*Current Grades,Mathematics,A*
833,TCH0014,CLS0094,Y12,2024/2025,2025-05-02,*Current Grades,Science,A
834,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
834,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
834,TCH0002,CLS0024,Y9,2024/2025,2025-05-12,*Current Grades,English,8C
834,TCH0003,CLS0028,Y9,2024/2025,2025-05-13,*Current Grades,Mathematics,9C
834,TCH0009,CLS0033,Y9,2024/2025,2025-03-19,*Current Grades,Science,9E
835,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
835,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,102.69405366606998
835,TCH0002,CLS0024,Y9,2024/2025,2025-04-08,*Current Grades,English,8B
835,TCH0013,CLS0030,Y9,2024/2025,2025-06-02,*Current Grades,Mathematics,8C
835,TCH0009,CLS0033,Y9,2024/2025,2025-01-31,*Current Grades,Science,9D
836,TCH0011,CLS0082,Y12,2024/2025,2025-03-21,*Current Grades,Hospitality,D*D*D
836,TCH0002,CLS0084,Y12,2024/2025,2025-05-13,*Current Grades,English,D
836,TCH0018,CLS0091,Y12,2024/2025,2025-06-30,*Current Grades,Mathematics,D
836,TCH0004,CLS0092,Y12,2024/2025,2025-04-14,*Current Grades,Science,E
837,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
837,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
837,TCH0012,CLS0002,Y7,2024/2025,2025-05-14,*Current Grades,English,9A
837,TCH0013,CLS0006,Y7,2024/2025,2025-05-22,*Current Grades,Mathematics,8E
837,TCH0004,CLS0008,Y7,2024/2025,2025-05-13,*Current Grades,Science,9A
838,TCH0005,CLS0057,Y11,2024/2025,2025-04-04,*Current Grades,Construction,D1
838,TCH0016,CLS0063,Y11,2024/2025,2025-02-05,*Current Grades,Hospitality,D1
838,TCH0017,CLS0067,Y11,2024/2025,2025-02-22,*Current Grades,English,4
838,TCH0003,CLS0068,Y11,2024/2025,2025-01-01,*Current Grades,Mathematics,5
838,TCH0019,CLS0075,Y11,2024/2025,2025-05-01,*Current Grades,Science,8
839,TCH0015,CLS0079,Y12,2024/2025,2025-04-07,*Current Grades,Construction,D*DD
839,TCH0011,CLS0082,Y12,2024/2025,2025-02-03,*Current Grades,Hospitality,D*D*D
839,TCH0017,CLS0087,Y12,2024/2025,2025-05-03,*Current Grades,English,E
839,TCH0008,CLS0089,Y12,2024/2025,2025-01-01,*Current Grades,Mathematics,C
839,TCH0014,CLS0094,Y12,2024/2025,2025-02-07,*Current Grades,Science,C
840,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,90
840,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
840,TCH0007,CLS0013,Y8,2024/2025,2025-05-17,*Current Grades,English,7D
840,TCH0018,CLS0019,Y8,2024/2025,2025-04-21,*Current Grades,Mathematics,8B
840,TCH0019,CLS0023,Y8,2024/2025,2025-03-03,*Current Grades,Science,8E
841,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
841,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,107.37708351301677
841,TCH0017,CLS0003,Y7,2024/2025,2025-03-16,*Current Grades,English,8A
842,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95
842,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
842,TCH0002,CLS0024,Y9,2024/2025,2025-05-28,*Current Grades,English,8C
842,TCH0003,CLS0028,Y9,2024/2025,2025-02-17,*Current Grades,Mathematics,9C
842,TCH0014,CLS0034,Y9,2024/2025,2025-04-11,*Current Grades,Science,8D
843,TCH0000,CLS0056,Y11,2024/2025,2025-04-29,*Current Grades,Construction,D*
843,TCH0016,CLS0063,Y11,2024/2025,2025-04-09,*Current Grades,Hospitality,D1
843,TCH0007,CLS0065,Y11,2024/2025,2025-03-08,*Current Grades,English,8
843,TCH0008,CLS0069,Y11,2024/2025,2025-04-20,*Current Grades,Mathematics,7
843,TCH0009,CLS0073,Y11,2024/2025,2025-02-18,*Current Grades,Science,4
