student_id,school_id,teacher_id,class_id,year_group,academic_year,date,assessment_type,subject,score
584,SCH03,TCH0319,CLS03227,Y13,2024/2025,2025-02-20,* Current Grades (KS5),Science,B
585,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
585,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,99.0
585,SCH03,TCH0315,CLS0375,Y10,2024/2025,2025-04-25,* Current Grades,Construction,D1
585,SCH03,TCH0336,CLS0387,Y10,2024/2025,2025-04-02,* Current Grades,Hospitality,D2
585,SCH03,TCH0337,CLS0395,Y10,2024/2025,2025-02-13,* Current Grades,English,7
585,SCH03,TCH0313,CLS0398,Y10,2024/2025,2025-01-08,* Current Grades,Mathematics,4
585,SCH03,TCH0339,CLS03111,Y10,2024/2025,2025-06-28,* Current Grades,Science,7
586,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,89.0
586,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,83.9
586,SCH03,TCH0332,CLS0354,Y9,2024/2025,2025-04-25,* Current Grades (KS3),English,9E
586,SCH03,TCH0308,CLS0357,Y9,2024/2025,2025-04-09,* Current Grades (KS3),Mathematics,9A
586,SCH03,,,Y9,2024/2025,2025-02-16,* Current Grades (KS3),Science,8E
587,SCH03,TCH0320,CLS03116,Y11,2024/2025,2025-05-24,* Current Grades,Construction,D1
587,SCH03,TCH0336,CLS03127,Y11,2024/2025,2025-02-18,* Current Grades,Hospitality,D*
587,SCH03,TCH0302,CLS03128,Y11,2024/2025,2025-06-09,* Current Grades,English,6
587,SCH03,TCH0338,CLS03143,Y11,2024/2025,2025-05-13,* Current Grades,Mathematics,5
587,SCH03,,,Y11,2024/2025,2025-04-07,* Current Grades,Science,4
588,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
588,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
588,SCH03,TCH0337,CLS0331,Y8,2024/2025,2025-05-24,* Current Grades (KS3),English,8B
588,SCH03,TCH0338,CLS0339,Y8,2024/2025,2025-03-03,* Current Grades (KS3),Mathematics,8E
588,SCH03,,,Y8,2024/2025,2025-01-13,* Current Grades (KS3),Science,9B
589,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,93.0
589,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,84.0
589,SCH03,TCH0305,CLS0373,Y10,2024/2025,2025-02-07,* Current Grades,Construction,U
589,SCH03,,,Y10,2024/2025,2025-01-01,* Current Grades,Hospitality,U
589,SCH03,TCH0337,CLS0395,Y10,2024/2025,2025-03-24,* Current Grades,English,4
589,SCH03,TCH0308,CLS0397,Y10,2024/2025,2025-04-21,* Current Grades,Mathematics,1
590,SCH03,TCH0335,CLS03199,Y13,2024/2025,2025-06-07,* Current Grades (KS5),Construction,DDD
590,SCH03,TCH0301,CLS03200,Y13,2024/2025,2025-04-21,* Current Grades (KS5),Hospitality,D*D*D
590,SCH03,TCH0323,CLS03220,Y13,2024/2025,2025-01-02,* Current Grades (KS5),Mathematics,A
591,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
591,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,97.6
591,SCH03,TCH0303,CLS0308,Y7,2024/2025,2025-01-04,* Current Grades (KS3),Mathematics,9C
592,SCH03,TCH0325,CLS03197,Y13,2024/2025,2025-03-13,* Current Grades (KS5),Construction,DDD
592,SCH03,TCH0301,CLS03200,Y13,2024/2025,2025-04-25,* Current Grades (KS5),Hospitality,D*D*D
592,SCH03,TCH0317,CLS03211,Y13,2024/2025,2025-05-09,* Current Grades (KS5),English,A*
592,SCH03,TCH0308,CLS03217,Y13,2024/2025,2025-03-05,* Current Grades (KS5),Mathematics,D
592,SCH03,,CLS03230,Y13,2024/2025,2025-06-07,* Current Grades (KS5),Science,C
593,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94.0
593,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,97.2
593,SCH03,TCH0302,CLS0300,Y7,2024/2025,2025-03-21,* Current Grades (KS3),English,8B
593,SCH03,TCH0303,CLS0308,Y7,2024/2025,2025-02-19,* Current Grades (KS3),Mathematics,8E
594,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
594,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,94.9
594,SCH03,TCH0302,CLS0324,Y8,2024/2025,2025-04-19,* Current Grades (KS3),English,8D
594,SCH03,,CLS0337,Y8,2024/2025,2025-04-08,* Current Grades (KS3),Mathematics,8A
594,SCH03,TCH0324,CLS0344,Y8,2024/2025,2025-04-14,* Current Grades (KS3),Science,9A
595,SCH03,TCH0321,CLS03124,Y11,2024/2025,2025-06-22,* Current Grades,Hospitality,D1
595,SCH03,,,Y11,2024/2025,2025-04-27,* Current Grades,English,1
595,SCH03,,,Y11,2024/2025,2025-04-19,* Current Grades,Mathematics,9
596,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
596,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,96.8
596,SCH03,,CLS0302,Y7,2024/2025,2025-01-08,* Current Grades (KS3),English,9D
596,SCH03,TCH0318,CLS0311,Y7,2024/2025,2025-03-21,* Current Grades (KS3),Mathematics,8E
597,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,83.0
597,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,72.3
597,SCH03,TCH0305,CLS0373,Y10,2024/2025,2025-05-09,* Current Grades,Construction,U
597,SCH03,,CLS0383,Y10,2024/2025,2025-04-13,* Current Grades,Hospitality,P
597,SCH03,TCH0318,CLS0399,Y10,2024/2025,2025-02-06,* Current Grades,Mathematics,1
597,SCH03,TCH0309,CLS03105,Y10,2024/2025,2025-05-20,* Current Grades,Science,1
598,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97.0
598,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,97.9
598,SCH03,TCH0337,CLS0307,Y7,2024/2025,2025-04-17,* Current Grades (KS3),English,8B
598,SCH03,TCH0313,CLS0310,Y7,2024/2025,2025-02-26,* Current Grades (KS3),Mathematics,8C
598,SCH03,,,Y7,2024/2025,2025-05-19,* Current Grades (KS3),Science,9C
599,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94.0
599,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,90.6
599,SCH03,,,Y8,2024/2025,2025-05-28,* Current Grades (KS3),English,7E
599,SCH03,TCH0318,CLS0335,Y8,2024/2025,2025-01-24,* Current Grades (KS3),Mathematics,7A
599,SCH03,,,Y8,2024/2025,2025-04-10,* Current Grades (KS3),Science,7D
600,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,90.0
600,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,88.6
600,SCH03,TCH0302,CLS0348,Y9,2024/2025,2025-05-24,* Current Grades (KS3),English,8D
600,SCH03,,,Y9,2024/2025,2025-04-27,* Current Grades (KS3),Mathematics,7D
600,SCH03,,,Y9,2024/2025,2025-06-03,* Current Grades (KS3),Science,8C
601,SCH03,TCH0320,CLS03116,Y11,2024/2025,2025-06-16,* Current Grades,Construction,M
601,SCH03,TCH0326,CLS03125,Y11,2024/2025,2025-06-29,* Current Grades,Hospitality,P
601,SCH03,,,Y11,2024/2025,2025-05-18,* Current Grades,English,4
601,SCH03,TCH0338,CLS03143,Y11,2024/2025,2025-06-29,* Current Grades,Mathematics,2
601,SCH03,,,Y11,2024/2025,2025-04-22,* Current Grades,Science,2
602,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,82.0
602,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,75.5
602,SCH03,,,Y9,2024/2025,2025-06-11,* Current Grades (KS3),English,9A
602,SCH03,TCH0313,CLS0358,Y9,2024/2025,2025-05-28,* Current Grades (KS3),Mathematics,8C
602,SCH03,TCH0329,CLS0369,Y9,2024/2025,2025-04-08,* Current Grades (KS3),Science,9A
603,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96.0
603,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,84.9
603,SCH03,TCH0317,CLS0303,Y7,2024/2025,2025-06-12,* Current Grades (KS3),English,8D
603,SCH03,TCH0303,CLS0308,Y7,2024/2025,2025-01-04,* Current Grades (KS3),Mathematics,9A
603,SCH03,,,Y7,2024/2025,2025-03-12,* Current Grades (KS3),Science,9A
604,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
604,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
604,SCH03,TCH0302,CLS0348,Y9,2024/2025,2025-01-11,* Current Grades (KS3),English,8D
604,SCH03,TCH0323,CLS0360,Y9,2024/2025,2025-05-14,* Current Grades (KS3),Mathematics,8E
605,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97.0
605,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,95.1
605,SCH03,,,Y7,2024/2025,2025-03-18,* Current Grades (KS3),English,9A
605,SCH03,,,Y7,2024/2025,2025-05-05,* Current Grades (KS3),Mathematics,9D
605,SCH03,,,Y7,2024/2025,2025-03-15,* Current Grades (KS3),Science,9B
606,SCH03,,CLS03192,Y13,2024/2025,2025-04-16,* Current Grades (KS5),Construction,D*DD
606,SCH03,TCH0306,CLS03201,Y13,2024/2025,2025-01-13,* Current Grades (KS5),Hospitality,D*D*D*
606,SCH03,TCH0337,CLS03215,Y13,2024/2025,2025-06-06,* Current Grades (KS5),English,A
606,SCH03,TCH0313,CLS03218,Y13,2024/2025,2025-04-07,* Current Grades (KS5),Mathematics,A
607,SCH03,TCH0305,CLS03193,Y13,2024/2025,2025-05-24,* Current Grades (KS5),Construction,D*D*D
607,SCH03,TCH0317,CLS03211,Y13,2024/2025,2025-03-31,* Current Grades (KS5),English,A*
607,SCH03,TCH0318,CLS03219,Y13,2024/2025,2025-02-03,* Current Grades (KS5),Mathematics,B
607,SCH03,TCH0314,CLS03226,Y13,2024/2025,2025-05-03,* Current Grades (KS5),Science,A
608,SCH03,TCH0325,CLS03197,Y13,2024/2025,2025-05-25,* Current Grades (KS5),Construction,D*DD
608,SCH03,TCH0306,CLS03201,Y13,2024/2025,2025-05-28,* Current Grades (KS5),Hospitality,D*DD
608,SCH03,TCH0307,CLS03209,Y13,2024/2025,2025-04-15,* Current Grades (KS5),English,C
608,SCH03,TCH0318,CLS03219,Y13,2024/2025,2025-01-25,* Current Grades (KS5),Mathematics,D
608,SCH03,TCH0319,CLS03227,Y13,2024/2025,2025-05-05,* Current Grades (KS5),Science,B
609,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96.0
609,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,95.9
609,SCH03,TCH0305,CLS0373,Y10,2024/2025,2025-01-09,* Current Grades,Construction,P
609,SCH03,TCH0307,CLS0389,Y10,2024/2025,2025-03-21,* Current Grades,English,4
609,SCH03,,,Y10,2024/2025,2025-04-30,* Current Grades,Science,4
610,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,89.0
610,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,86.7
610,SCH03,,,Y8,2024/2025,2025-05-11,* Current Grades (KS3),English,9A
610,SCH03,TCH0338,CLS0339,Y8,2024/2025,2025-05-13,* Current Grades (KS3),Mathematics,8D
610,SCH03,,,Y8,2024/2025,2025-02-02,* Current Grades (KS3),Science,9A
611,SCH03,,,Y12,2024/2025,2025-03-03,* Current Grades (KS5),Construction,D*DD
611,SCH03,TCH0301,CLS03160,Y12,2024/2025,2025-06-11,* Current Grades (KS5),Hospitality,DDM
611,SCH03,,,Y12,2024/2025,2025-06-02,* Current Grades (KS5),English,A*
611,SCH03,,,Y12,2024/2025,2025-06-02,* Current Grades (KS5),Mathematics,C
611,SCH03,TCH0314,CLS03186,Y12,2024/2025,2025-05-06,* Current Grades (KS5),Science,B
612,SCH03,,,Y11,2024/2025,2025-02-23,* Current Grades,Construction,D2
612,SCH03,TCH0321,CLS03124,Y11,2024/2025,2025-02-20,* Current Grades,Hospitality,D*
612,SCH03,TCH0327,CLS03133,Y11,2024/2025,2025-01-15,* Current Grades,English,3
612,SCH03,TCH0333,CLS03142,Y11,2024/2025,2025-02-05,* Current Grades,Mathematics,7
612,SCH03,TCH0339,CLS03151,Y11,2024/2025,2025-03-29,* Current Grades,Science,4
613,SCH03,TCH0305,CLS03153,Y12,2024/2025,2025-03-01,* Current Grades (KS5),Construction,DDD
613,SCH03,TCH0301,CLS03160,Y12,2024/2025,2025-03-09,* Current Grades (KS5),Hospitality,PPP
613,SCH03,TCH0302,CLS03168,Y12,2024/2025,2025-06-22,* Current Grades (KS5),English,B
613,SCH03,TCH0303,CLS03176,Y12,2024/2025,2025-05-09,* Current Grades (KS5),Mathematics,C
613,SCH03,TCH0329,CLS03189,Y12,2024/2025,2025-06-09,* Current Grades (KS5),Science,D
614,SCH03,TCH0310,CLS03114,Y11,2024/2025,2025-04-21,* Current Grades,Construction,D*
614,SCH03,TCH0336,CLS03127,Y11,2024/2025,2025-03-07,* Current Grades,Hospitality,D*
614,SCH03,,,Y11,2024/2025,2025-05-15,* Current Grades,English,7
614,SCH03,TCH0338,CLS03143,Y11,2024/2025,2025-03-19,* Current Grades,Mathematics,6
614,SCH03,,,Y11,2024/2025,2025-04-07,* Current Grades,Science,9
615,SCH03,TCH0320,CLS03196,Y13,2024/2025,2025-06-07,* Current Grades (KS5),Construction,MMM
615,SCH03,TCH0301,CLS03200,Y13,2024/2025,2025-02-07,* Current Grades (KS5),Hospitality,DDM
615,SCH03,TCH0309,CLS03225,Y13,2024/2025,2025-02-17,* Current Grades (KS5),Science,C
616,SCH03,TCH0330,CLS03158,Y12,2024/2025,2025-04-26,* Current Grades (KS5),Construction,PPP
616,SCH03,,,Y12,2024/2025,2025-04-22,* Current Grades (KS5),Hospitality,PPP
616,SCH03,TCH0317,CLS03171,Y12,2024/2025,2025-03-01,* Current Grades (KS5),English,C
616,SCH03,TCH0338,CLS03183,Y12,2024/2025,2025-05-30,* Current Grades (KS5),Mathematics,U
616,SCH03,,CLS03190,Y12,2024/2025,2025-01-20,* Current Grades (KS5),Science,E
617,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94.0
617,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,97.9
617,SCH03,,,Y9,2024/2025,2025-03-02,* Current Grades (KS3),English,7E
617,SCH03,TCH0333,CLS0362,Y9,2024/2025,2025-01-07,* Current Grades (KS3),Mathematics,9A
617,SCH03,TCH0314,CLS0366,Y9,2024/2025,2025-04-30,* Current Grades (KS3),Science,8B
618,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
618,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
618,SCH03,TCH0315,CLS0375,Y10,2024/2025,2025-03-21,* Current Grades,Construction,D*
618,SCH03,,,Y10,2024/2025,2025-02-16,* Current Grades,Hospitality,D2
618,SCH03,TCH0307,CLS0389,Y10,2024/2025,2025-06-08,* Current Grades,English,5
618,SCH03,TCH0333,CLS03102,Y10,2024/2025,2025-04-05,* Current Grades,Mathematics,8
618,SCH03,TCH0309,CLS03105,Y10,2024/2025,2025-02-04,* Current Grades,Science,3
619,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96.0
619,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,95.6
619,SCH03,TCH0327,CLS0353,Y9,2024/2025,2025-02-27,* Current Grades (KS3),English,9B
619,SCH03,TCH0313,CLS0358,Y9,2024/2025,2025-03-26,* Current Grades (KS3),Mathematics,8D
619,SCH03,,,Y9,2024/2025,2025-05-03,* Current Grades (KS3),Science,8D
620,SCH03,TCH0315,CLS03195,Y13,2024/2025,2025-04-14,* Current Grades (KS5),Construction,U
620,SCH03,,,Y13,2024/2025,2025-02-04,* Current Grades (KS5),Hospitality,MMM
620,SCH03,TCH0302,CLS03208,Y13,2024/2025,2025-05-05,* Current Grades (KS5),English,B
620,SCH03,TCH0308,CLS03217,Y13,2024/2025,2025-03-17,* Current Grades (KS5),Mathematics,D
620,SCH03,,CLS03230,Y13,2024/2025,2025-01-27,* Current Grades (KS5),Science,C
621,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
621,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
621,SCH03,TCH0337,CLS0355,Y9,2024/2025,2025-02-17,* Current Grades (KS3),English,8E
621,SCH03,TCH0308,CLS0357,Y9,2024/2025,2025-02-01,* Current Grades (KS3),Mathematics,8D
621,SCH03,TCH0309,CLS0365,Y9,2024/2025,2025-04-27,* Current Grades (KS3),Science,9C
622,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95.0
622,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,97.2
622,SCH03,,CLS0350,Y9,2024/2025,2025-02-01,* Current Grades (KS3),English,9C
622,SCH03,TCH0333,CLS0362,Y9,2024/2025,2025-04-22,* Current Grades (KS3),Mathematics,9D
622,SCH03,TCH0314,CLS0366,Y9,2024/2025,2025-03-05,* Current Grades (KS3),Science,8E
623,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,93.0
623,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,93.7
623,SCH03,TCH0307,CLS0349,Y9,2024/2025,2025-02-01,* Current Grades (KS3),English,7D
623,SCH03,TCH0308,CLS0357,Y9,2024/2025,2025-03-29,* Current Grades (KS3),Mathematics,8D
623,SCH03,TCH0319,CLS0367,Y9,2024/2025,2025-05-03,* Current Grades (KS3),Science,8E
624,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,92.0
624,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,97.3
624,SCH03,,CLS0326,Y8,2024/2025,2025-03-24,* Current Grades (KS3),English,7B
624,SCH03,TCH0323,CLS0336,Y8,2024/2025,2025-04-20,* Current Grades (KS3),Mathematics,8D
625,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,88.0
625,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,90.1
625,SCH03,TCH0320,CLS0376,Y10,2024/2025,2025-05-03,* Current Grades,Construction,P
625,SCH03,,,Y10,2024/2025,2025-06-24,* Current Grades,Hospitality,P
625,SCH03,,CLS0390,Y10,2024/2025,2025-06-06,* Current Grades,English,5
625,SCH03,TCH0303,CLS0396,Y10,2024/2025,2025-04-15,* Current Grades,Mathematics,8
625,SCH03,TCH0319,CLS03107,Y10,2024/2025,2025-02-21,* Current Grades,Science,6
626,SCH03,TCH0320,CLS03116,Y11,2024/2025,2025-01-13,* Current Grades,Construction,M
626,SCH03,,,Y11,2024/2025,2025-01-13,* Current Grades,Hospitality,M
626,SCH03,,,Y11,2024/2025,2025-05-31,* Current Grades,English,1
626,SCH03,TCH0333,CLS03142,Y11,2024/2025,2025-04-11,* Current Grades,Mathematics,5
626,SCH03,,,Y11,2024/2025,2025-05-04,* Current Grades,Science,2
627,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,85.0
627,SCH03,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,79.1
627,SCH03,,CLS0350,Y9,2024/2025,2025-05-04,* Current Grades (KS3),English,9B
627,SCH03,TCH0323,CLS0360,Y9,2024/2025,2025-06-17,* Current Grades (KS3),Mathematics,8E
627,SCH03,,,Y9,2024/2025,2025-01-17,* Current Grades (KS3),Science,8D
628,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,92.0
628,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,93.1
628,SCH03,TCH0322,CLS0328,Y8,2024/2025,2025-05-16,* Current Grades (KS3),English,7B
628,SCH03,TCH0318,CLS0335,Y8,2024/2025,2025-02-06,* Current Grades (KS3),Mathematics,7C
628,SCH03,,,Y8,2024/2025,2025-06-28,* Current Grades (KS3),Science,8D
629,SCH03,,,Y12,2024/2025,2025-03-01,* Current Grades (KS5),Construction,DDM
629,SCH03,TCH0301,CLS03160,Y12,2024/2025,2025-01-09,* Current Grades (KS5),Hospitality,MMM
629,SCH03,TCH0302,CLS03168,Y12,2024/2025,2025-04-29,* Current Grades (KS5),English,B
629,SCH03,,,Y12,2024/2025,2025-05-10,* Current Grades (KS5),Mathematics,D
629,SCH03,TCH0329,CLS03189,Y12,2024/2025,2025-01-09,* Current Grades (KS5),Science,D
630,SCH03,,,Y12,2024/2025,2025-04-11,* Current Grades (KS5),Construction,MMM
630,SCH03,TCH0326,CLS03165,Y12,2024/2025,2025-05-16,* Current Grades (KS5),Hospitality,U
630,SCH03,TCH0327,CLS03173,Y12,2024/2025,2025-01-17,* Current Grades (KS5),English,E
630,SCH03,TCH0313,CLS03178,Y12,2024/2025,2025-05-19,* Current Grades (KS5),Mathematics,D
630,SCH03,TCH0329,CLS03189,Y12,2024/2025,2025-03-17,* Current Grades (KS5),Science,E
631,SCH03,TCH0305,CLS03193,Y13,2024/2025,2025-02-12,* Current Grades (KS5),Construction,U
631,SCH03,TCH0321,CLS03204,Y13,2024/2025,2025-05-24,* Current Grades (KS5),Hospitality,U
631,SCH03,TCH0332,CLS03214,Y13,2024/2025,2025-03-15,* Current Grades (KS5),English,U
631,SCH03,TCH0314,CLS03226,Y13,2024/2025,2025-03-05,* Current Grades (KS5),Science,U
632,SCH03,TCH0330,CLS03118,Y11,2024/2025,2025-06-21,* Current Grades,Construction,U
632,SCH03,TCH0326,CLS03125,Y11,2024/2025,2025-04-15,* Current Grades,Hospitality,U
632,SCH03,TCH0327,CLS03133,Y11,2024/2025,2025-01-26,* Current Grades,English,1
632,SCH03,TCH0333,CLS03142,Y11,2024/2025,2025-01-14,* Current Grades,Mathematics,4
632,SCH03,TCH0309,CLS03145,Y11,2024/2025,2025-03-19,* Current Grades,Science,3
633,SCH03,TCH0325,CLS03197,Y13,2024/2025,2025-04-07,* Current Grades (KS5),Construction,DDD
633,SCH03,TCH0306,CLS03201,Y13,2024/2025,2025-05-23,* Current Grades (KS5),Hospitality,DDD
633,SCH03,TCH0307,CLS03209,Y13,2024/2025,2025-05-31,* Current Grades (KS5),English,D
633,SCH03,TCH0303,CLS03216,Y13,2024/2025,2025-04-24,* Current Grades (KS5),Mathematics,U
633,SCH03,,CLS03230,Y13,2024/2025,2025-03-20,* Current Grades (KS5),Science,C
634,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96.0
634,SCH03,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,95.0
634,SCH03,TCH0305,CLS0373,Y10,2024/2025,2025-06-04,* Current Grades,Construction,P
634,SCH03,TCH0321,CLS0384,Y10,2024/2025,2025-01-05,* Current Grades,Hospitality,D2
634,SCH03,TCH0332,CLS0394,Y10,2024/2025,2025-01-16,* Current Grades,English,6
634,SCH03,TCH0313,CLS0398,Y10,2024/2025,2025-05-05,* Current Grades,Mathematics,3
634,SCH03,TCH0309,CLS03105,Y10,2024/2025,2025-03-31,* Current Grades,Science,2
635,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,81.0
635,SCH03,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,77.0
635,SCH03,,CLS0302,Y7,2024/2025,2025-06-05,* Current Grades (KS3),English,8C
636,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,82.0
636,SCH03,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,76.1
636,SCH03,TCH0302,CLS0324,Y8,2024/2025,2025-04-02,* Current Grades (KS3),English,8E
636,SCH03,TCH0303,CLS0332,Y8,2024/2025,2025-01-06,* Current Grades (KS3),Mathematics,8B
636,SCH03,,,Y8,2024/2025,2025-04-10,* Current Grades (KS3),Science,8D
637,SCH03,,,Y11,2024/2025,2025-05-19,* Current Grades,Construction,M
637,SCH03,TCH0301,CLS03120,Y11,2024/2025,2025-04-27,* Current Grades,Hospitality,M
637,SCH03,TCH0337,CLS03135,Y11,2024/2025,2025-01-28,* Current Grades,English,5
637,SCH03,TCH0308,CLS03137,Y11,2024/2025,2025-05-12,* Current Grades,Mathematics,4
637,SCH03,,,Y11,2024/2025,2025-04-17,* Current Grades,Science,8
638,SCH03,TCH0305,CLS03153,Y12,2024/2025,2025-04-06,* Current Grades (KS5),Construction,MMM
638,SCH03,,,Y12,2024/2025,2025-04-01,* Current Grades (KS5),Hospitality,PPP
638,SCH03,TCH0337,CLS03175,Y12,2024/2025,2025-06-06,* Current Grades (KS5),English,U
638,SCH03,,,Y12,2024/2025,2025-03-28,* Current Grades (KS5),Mathematics,U
638,SCH03,TCH0329,CLS03189,Y12,2024/2025,2025-05-13,* Current Grades (KS5),Science,E
639,SCH03,TCH0330,CLS03158,Y12,2024/2025,2025-06-06,* Current Grades (KS5),Construction,DDD
639,SCH03,TCH0336,CLS03167,Y12,2024/2025,2025-04-29,* Current Grades (KS5),Hospitality,D*DD
639,SCH03,TCH0327,CLS03173,Y12,2024/2025,2025-03-11,* Current Grades (KS5),English,C
639,SCH03,,,Y12,2024/2025,2025-02-28,* Current Grades (KS5),Mathematics,D
